Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,Yes,Travel_Rarely,925,Research & Development,2,1,Life Sciences,1,Female,90,4,5,Manager,3,Divorced,13195,24930,4,No,23,3,1,2,9,2,2,15,10,13,14
49,Yes,Non-Travel,111,Research & Development,10,4,Marketing,4,Male,41,1,3,Manufacturing Director,2,Divorced,3691,26931,1,Yes,13,3,2,1,13,0,3,25,7,13,11
24,Yes,Travel_Rarely,1212,Research & Development,7,5,Technical Degree,1,Female,98,1,2,Research Scientist,2,Married,13891,20818,1,Yes,24,4,3,3,23,6,3,3,11,8,12
46,No,Travel_Rarely,939,Sales,25,3,Life Sciences,3,Female,43,1,2,Sales Executive,2,Married,6287,20271,7,No,17,3,4,1,10,6,2,11,2,2,1
25,No,Travel_Rarely,1276,Sales,27,1,Marketing,3,Male,63,4,2,Manufacturing Director,3,Married,14814,24872,0,Yes,20,3,2,1,2,3,2,16,12,5,3
18,No,Travel_Frequently,1089,Research & Development,15,5,Human Resources,3,Male,77,4,4,Manufacturing Director,1,Married,18006,12456,7,No,19,3,4,1,28,6,1,40,1,3,2
20,Yes,Travel_Frequently,726,Human Resources,28,5,Marketing,2,Male,90,3,2,Sales Executive,1,Single,2881,18802,9,Yes,22,3,4,3,29,1,4,25,12,8,7
41,No,Travel_Rarely,131,Sales,9,2,Marketing,3,Male,64,2,5,Manager,2,Married,12355,11271,6,Yes,20,4,1,2,36,5,3,30,7,0,11
40,Yes,Travel_Rarely,229,Sales,7,2,Marketing,2,Male,94,3,3,Manufacturing Director,2,Married,8732,26326,6,No,13,4,2,3,6,4,1,14,14,8,11
25,No,Non-Travel,1203,Research & Development,27,1,Medical,1,Female,88,3,3,Sales Executive,3,Single,14880,26592,4,Yes,25,3,1,1,16,6,2,33,8,11,9
54,No,Travel_Rarely,522,Human Resources,24,5,Marketing,4,Male,65,4,4,Sales Executive,1,Divorced,16955,8738,2,No,20,3,1,0,19,1,4,28,10,15,0
20,Yes,Travel_Rarely,1180,Sales,16,2,Other,4,Male,48,3,4,Sales Executive,1,Single,8198,6876,6,Yes,19,3,4,3,10,5,4,8,2,3,4
50,No,Travel_Frequently,406,Research & Development,26,3,Marketing,2,Female,71,3,4,Research Director,2,Single,13761,12146,6,No,23,3,3,0,24,5,3,13,6,9,10
45,No,Travel_Rarely,647,Research & Development,3,3,Medical,2,Male,98,4,5,Research Director,1,Single,12574,21615,6,No,18,3,4,3,23,0,4,35,13,15,8
25,Yes,Travel_Rarely,1230,Sales,17,5,Medical,2,Female,48,1,3,Research Scientist,2,Married,7951,5992,1,No,22,3,1,3,1,5,2,3,14,4,13
51,No,Travel_Rarely,1297,Sales,23,2,Human Resources,1,Male,68,1,1,Sales Representative,2,Single,15739,19313,2,No,13,3,2,1,26,2,2,37,8,10,2
52,Yes,Travel_Rarely,123,Research & Development,8,1,Technical Degree,1,Male,98,4,4,Research Director,4,Divorced,12392,6248,2,Yes,25,3,3,2,18,5,2,36,10,12,4
49,No,Travel_Rarely,1412,Human Resources,2,1,Life Sciences,3,Male,81,2,2,Research Director,4,Married,1253,4872,3,No,18,4,3,2,28,5,1,23,6,0,8
41,Yes,Travel_Rarely,492,Sales,25,1,Life Sciences,3,Male,41,3,1,Sales Representative,3,Married,1029,15903,8,No,22,3,2,1,36,4,2,16,11,13,17
31,No,Travel_Rarely,718,Research & Development,20,3,Marketing,4,Male,76,1,1,Healthcare Representative,2,Married,14926,8503,9,No,14,3,2,3,10,2,1,12,18,0,5
49,No,Travel_Rarely,250,Research & Development,26,2,Human Resources,3,Female,65,4,4,Sales Executive,3,Married,14730,14617,0,Yes,16,3,3,2,18,1,2,19,17,5,6
60,No,Travel_Rarely,1397,Research & Development,27,2,Marketing,1,Male,92,2,2,Human Resources,4,Divorced,6776,6407,6,Yes,22,3,1,2,27,2,2,16,12,9,15
33,No,Travel_Rarely,400,Research & Development,25,3,Life Sciences,1,Female,80,3,4,Sales Representative,1,Married,11256,24124,6,Yes,20,3,3,2,38,2,4,26,10,14,7
21,No,Non-Travel,273,Research & Development,29,1,Medical,1,Male,72,4,4,Research Scientist,4,Married,4524,9702,3,Yes,12,3,3,1,20,1,3,32,0,12,9
54,Yes,Travel_Rarely,148,Research & Development,3,1,Technical Degree,1,Male,63,4,2,Manager,4,Divorced,2919,22199,0,Yes,18,3,3,0,25,4,2,20,5,14,4
38,No,Travel_Rarely,727,Research & Development,8,5,Human Resources,4,Female,78,4,1,Research Scientist,4,Divorced,11759,15811,2,No,23,3,1,0,21,6,4,16,1,14,10
31,Yes,Travel_Rarely,308,Research & Development,27,4,Medical,4,Male,47,3,1,Sales Executive,1,Married,9085,26389,4,No,19,3,2,0,5,5,4,21,12,0,12
48,No,Non-Travel,554,Research & Development,2,2,Technical Degree,1,Female,90,1,2,Sales Representative,4,Single,19015,13958,1,No,17,3,2,0,10,2,3,24,12,12,1
35,No,Travel_Rarely,1026,Research & Development,19,2,Human Resources,2,Female,86,3,1,Research Scientist,2,Married,16060,13308,6,Yes,18,3,2,0,13,2,4,2,18,15,13
24,No,Non-Travel,855,Sales,17,2,Human Resources,3,Female,34,3,5,Research Scientist,2,Married,5323,14970,9,No,17,3,1,2,35,6,4,26,8,15,8
27,Yes,Non-Travel,1426,Research & Development,5,4,Life Sciences,4,Male,53,1,4,Healthcare Representative,4,Married,3462,20149,9,No,21,3,1,2,39,1,3,26,18,1,9
24,No,Travel_Rarely,809,Research & Development,20,5,Medical,2,Male,93,4,5,Healthcare Representative,3,Divorced,3024,3010,6,No,20,3,2,3,40,3,1,11,0,12,9
50,No,Travel_Rarely,1110,Sales,29,4,Human Resources,3,Female,88,2,5,Sales Representative,3,Married,11245,24066,9,No,14,3,4,2,1,6,3,14,7,13,9
40,No,Travel_Rarely,777,Research & Development,17,1,Other,2,Female,67,2,5,Sales Executive,1,Divorced,3809,11419,4,No,11,3,4,1,19,2,3,37,13,2,10
38,No,Travel_Rarely,1301,Research & Development,10,1,Human Resources,1,Male,62,1,3,Research Director,1,Single,10032,24974,9,No,13,3,2,3,21,0,2,19,15,6,10
36,Yes,Non-Travel,956,Sales,9,2,Technical Degree,3,Male,39,1,3,Laboratory Technician,2,Single,12893,20314,5,No,17,3,4,2,38,5,2,21,3,15,2
36,No,Travel_Rarely,884,Research & Development,22,3,Life Sciences,2,Male,66,4,5,Manufacturing Director,2,Single,17361,20616,0,No,21,3,4,3,3,5,1,1,17,1,0
53,No,Travel_Rarely,1235,Sales,6,2,Marketing,4,Male,40,2,4,Human Resources,4,Divorced,13891,6101,3,No,21,3,2,3,28,6,3,3,13,4,11
46,No,Non-Travel,785,Sales,11,3,Life Sciences,4,Male,53,2,5,Manufacturing Director,3,Divorced,11355,20383,3,No,17,3,2,0,23,4,3,12,8,8,14
35,Yes,Travel_Rarely,1064,Research & Development,2,4,Marketing,4,Male,50,4,5,Healthcare Representative,2,Married,15044,22467,7,Yes,21,3,1,3,0,6,1,31,14,11,13
19,No,Travel_Rarely,965,Sales,23,1,Medical,3,Female,49,1,3,Sales Representative,3,Married,17117,5579,1,No,23,3,4,2,23,2,2,21,2,11,2
18,No,Travel_Rarely,1327,Research & Development,12,3,Medical,1,Female,39,1,5,Manufacturing Director,1,Married,3862,23275,0,No,13,3,4,0,29,1,3,24,3,9,12
22,No,Travel_Rarely,269,Research & Development,12,4,Human Resources,1,Female,76,4,4,Sales Executive,1,Divorced,19629,21210,6,No,11,3,2,2,11,0,1,26,17,7,17
37,No,Travel_Rarely,187,Research & Development,16,1,Other,3,Male,76,1,4,Human Resources,4,Divorced,5185,26192,5,Yes,20,3,3,0,18,6,2,16,13,11,15
28,No,Travel_Rarely,950,Research & Development,25,3,Medical,3,Male,44,3,5,Manufacturing Director,4,Married,3164,13055,4,No,19,3,2,2,36,1,4,5,14,7,5
59,No,Travel_Rarely,1176,Sales,22,2,Human Resources,1,Female,73,1,4,Human Resources,2,Married,7838,19799,7,Yes,22,3,1,0,39,6,1,15,7,10,9
19,No,Travel_Rarely,1237,Research & Development,27,2,Life Sciences,4,Female,91,3,5,Manager,3,Single,2895,14002,1,No,16,3,3,0,3,2,1,7,9,1,16
20,No,Travel_Rarely,543,Sales,24,2,Medical,1,Female,35,2,3,Sales Executive,2,Married,7480,5448,1,Yes,23,3,3,1,14,0,3,32,11,0,16
40,No,Non-Travel,372,Research & Development,12,4,Life Sciences,1,Female,95,2,5,Laboratory Technician,2,Married,13598,15603,8,No,23,3,3,2,19,4,4,9,8,8,7
29,No,Travel_Frequently,445,Human Resources,21,2,Life Sciences,2,Male,33,1,1,Research Scientist,3,Single,9400,9195,0,Yes,22,3,1,3,19,4,2,33,7,9,3
37,No,Non-Travel,1308,Sales,18,5,Other,4,Female,52,4,3,Human Resources,2,Divorced,14359,6837,5,Yes,17,4,4,0,20,6,4,18,16,11,14
22,Yes,Travel_Frequently,604,Research & Development,13,1,Medical,3,Male,42,1,4,Sales Executive,4,Married,8908,11045,2,Yes,11,3,2,2,9,4,3,13,8,3,0
54,No,Non-Travel,1135,Research & Development,15,4,Life Sciences,1,Male,60,4,4,Human Resources,3,Divorced,1315,9108,4,No,11,3,1,0,29,3,3,2,12,8,6
55,No,Travel_Rarely,595,Research & Development,16,2,Other,4,Female,45,2,3,Human Resources,3,Single,4084,5506,7,No,14,3,1,1,23,1,2,40,13,10,9
47,No,Travel_Rarely,1359,Research & Development,4,1,Other,3,Male,70,2,1,Research Director,2,Married,19049,26303,6,Yes,17,3,3,1,39,2,2,22,4,13,6
26,No,Travel_Rarely,1423,Sales,12,3,Medical,2,Male,30,2,3,Research Director,3,Married,8253,19835,3,No,24,3,3,1,39,0,2,39,8,11,0
51,No,Non-Travel,345,Research & Development,17,2,Other,2,Male,41,4,2,Sales Executive,4,Single,7620,21959,7,Yes,21,3,1,1,37,6,3,10,15,10,16
52,No,Travel_Rarely,1476,Sales,1,1,Medical,4,Male,85,4,1,Research Director,4,Married,15143,11234,9,No,25,4,4,3,2,6,2,5,18,6,11
39,No,Travel_Rarely,368,Research & Development,22,5,Medical,1,Female,79,2,3,Laboratory Technician,1,Single,19157,12365,1,Yes,21,3,3,3,28,5,2,33,6,11,16
41,No,Travel_Rarely,994,Human Resources,18,3,Marketing,3,Male,49,1,2,Sales Representative,1,Single,1284,20244,6,No,18,3,1,0,7,5,2,0,11,5,14
34,Yes,Travel_Rarely,302,Research & Development,22,5,Life Sciences,4,Male,95,4,5,Sales Executive,1,Single,6280,10313,4,No,20,3,3,2,28,1,1,34,1,9,15
27,No,Travel_Rarely,340,Research & Development,16,1,Technical Degree,2,Male,65,3,1,Sales Executive,1,Single,8340,9257,5,No,19,3,2,1,9,2,2,24,17,12,13
47,Yes,Non-Travel,1459,Sales,1,5,Medical,3,Male,67,2,5,Healthcare Representative,2,Married,12562,4564,2,No,11,3,2,1,4,3,3,28,17,8,2
40,Yes,Travel_Rarely,1016,Research & Development,27,1,Life Sciences,3,Male,51,4,2,Healthcare Representative,1,Single,12582,12824,9,No,14,3,2,3,10,2,1,22,15,9,11
49,No,Travel_Rarely,1070,Research & Development,10,1,Other,1,Female,90,2,4,Research Director,1,Married,11081,18637,6,Yes,14,3,3,3,3,1,3,17,10,3,17
34,No,Non-Travel,585,Sales,19,5,Human Resources,2,Male,79,3,4,Sales Representative,1,Married,17026,21370,6,No,13,4,3,1,34,2,4,13,1,13,13
34,No,Travel_Rarely,347,Research & Development,16,1,Medical,2,Female,88,1,4,Research Director,1,Married,19237,23804,1,No,17,3,4,2,39,5,1,16,13,0,8
31,No,Travel_Rarely,1133,Sales,14,2,Other,2,Female,49,3,5,Manager,2,Divorced,17464,6207,0,No,11,3,2,0,11,5,2,1,3,4,2
26,No,Non-Travel,253,Research & Development,25,1,Other,3,Female,65,1,1,Manager,1,Married,8395,15508,9,No,19,3,4,0,20,0,1,30,6,12,11
57,No,Non-Travel,312,Research & Development,2,4,Other,2,Male,44,1,5,Research Scientist,3,Married,7871,9843,1,No,23,3,1,0,15,3,3,18,1,5,16
19,No,Travel_Rarely,468,Research & Development,24,1,Other,4,Male,91,4,5,Manager,4,Single,8349,26276,7,No,18,4,1,0,13,5,1,31,13,5,4
42,No,Non-Travel,1045,Sales,6,4,Other,2,Female,32,1,4,Healthcare Representative,3,Married,10496,14008,9,No,12,3,2,2,20,0,4,27,6,11,7
56,Yes,Travel_Rarely,187,Research & Development,28,1,Medical,3,Male,34,1,5,Laboratory Technician,2,Divorced,16070,17101,2,No,12,3,4,2,26,3,2,40,8,0,3
26,Yes,Travel_Rarely,1180,Research & Development,22,1,Technical Degree,2,Female,85,1,2,Manager,2,Married,8644,14017,3,No,18,3,3,2,35,5,2,7,7,14,14
39,No,Non-Travel,547,Human Resources,23,5,Marketing,2,Female,60,2,3,Research Director,2,Single,15613,23477,7,No,21,3,4,3,0,3,4,40,8,6,14
60,No,Travel_Rarely,721,Research & Development,5,2,Other,3,Female,64,4,3,Human Resources,4,Married,18436,15136,2,No,24,3,1,1,0,2,3,39,6,7,13
21,No,Travel_Rarely,405,Sales,12,2,Other,2,Female,99,4,3,Sales Executive,1,Married,4051,20048,5,No,25,3,4,2,21,0,1,38,18,11,15
43,Yes,Travel_Rarely,233,Research & Development,27,3,Marketing,1,Male,55,1,4,Laboratory Technician,2,Married,18207,15275,1,No,11,3,1,0,14,3,3,21,16,4,9
46,Yes,Travel_Rarely,1005,Research & Development,4,5,Medical,3,Male,30,2,4,Laboratory Technician,1,Married,11395,14224,2,No,23,3,1,2,19,6,3,23,12,1,13
51,No,Non-Travel,1089,Research & Development,22,5,Life Sciences,2,Female,36,1,3,Research Director,2,Single,12701,5499,0,Yes,17,3,4,1,2,3,3,37,10,1,10
40,No,Travel_Rarely,1323,Research & Development,24,2,Human Resources,1,Male,65,4,1,Sales Executive,4,Divorced,16234,12956,8,No,19,3,3,3,13,2,2,1,17,10,1
54,No,Travel_Rarely,148,Research & Development,4,5,Human Resources,4,Male,54,4,3,Healthcare Representative,3,Single,17702,24005,3,No,22,3,1,0,8,5,1,40,16,4,2
28,No,Travel_Rarely,858,Research & Development,5,2,Life Sciences,3,Female,88,4,5,Laboratory Technician,3,Single,7670,17343,5,Yes,25,3,4,3,18,5,2,40,15,6,3
23,No,Travel_Rarely,1328,Research & Development,7,5,Medical,2,Male,90,4,3,Research Scientist,4,Married,11262,15033,6,No,13,3,1,2,39,6,2,18,9,6,10
35,No,Travel_Rarely,1386,Sales,6,1,Human Resources,3,Female,58,2,3,Research Director,1,Single,19270,16061,1,Yes,17,3,2,0,33,1,2,40,3,12,12
38,Yes,Travel_Rarely,791,Sales,13,2,Marketing,1,Female,47,3,1,Laboratory Technician,2,Single,19879,7942,7,Yes,16,3,3,0,3,1,1,1,3,3,17
59,No,Travel_Rarely,1149,Sales,4,2,Life Sciences,3,Male,70,3,4,Sales Representative,3,Single,12946,8911,8,No,25,3,2,2,32,5,4,27,10,10,17
53,No,Travel_Rarely,788,Sales,13,4,Technical Degree,4,Female,48,2,4,Sales Executive,4,Married,1803,20105,9,No,17,3,1,2,36,6,2,31,7,15,11
58,No,Travel_Rarely,887,Research & Development,4,5,Medical,2,Female,33,1,5,Manager,1,Divorced,15607,8237,1,Yes,17,3,3,1,1,4,2,18,8,13,0
55,No,Non-Travel,441,Research & Development,10,5,Life Sciences,4,Female,94,4,3,Laboratory Technician,3,Divorced,7795,16603,4,No,20,3,4,2,26,4,2,15,15,2,5
51,No,Travel_Rarely,513,Research & Development,20,2,Human Resources,1,Male,70,4,2,Research Director,4,Married,5023,12152,1,No,11,3,4,2,16,6,1,29,9,8,2
34,Yes,Travel_Rarely,1386,Research & Development,1,1,Medical,3,Male,44,4,5,Manager,2,Single,8401,10490,4,No,24,4,3,2,30,3,1,21,8,11,16
54,No,Travel_Rarely,387,Human Resources,21,1,Marketing,2,Female,83,2,4,Research Scientist,4,Married,13554,25036,6,Yes,13,3,2,0,40,5,3,13,2,13,2
42,Yes,Travel_Rarely,1211,Research & Development,8,1,Medical,2,Male,93,2,1,Manager,1,Married,6362,13865,5,No,20,3,2,1,5,1,2,0,1,13,0
55,No,Travel_Rarely,951,Research & Development,7,5,Medical,1,Male,44,4,4,Sales Representative,3,Married,4416,7366,3,No,11,3,3,0,30,3,2,1,8,6,2
29,No,Travel_Rarely,531,Research & Development,5,4,Marketing,1,Female,79,4,4,Healthcare Representative,2,Single,18367,13460,1,No,15,4,4,2,2,0,1,21,12,1,3
40,Yes,Non-Travel,132,Research & Development,3,2,Other,3,Male,51,1,1,Laboratory Technician,1,Single,17062,26359,6,Yes,13,3,3,1,39,6,1,32,5,0,5
59,No,Travel_Rarely,704,Sales,15,3,Marketing,2,Male,47,3,3,Manufacturing Director,4,Married,14198,17518,9,No,11,3,2,2,2,6,2,14,3,10,6
39,No,Travel_Rarely,541,Research & Development,27,4,Medical,1,Male,31,2,3,Manufacturing Director,3,Married,12222,15522,8,No,12,3,1,0,32,1,4,40,13,1,7
38,No,Non-Travel,1086,Human Resources,17,3,Marketing,2,Male,65,3,4,Manager,3,Divorced,8257,18118,0,No,20,3,4,0,12,1,3,21,10,12,12
44,No,Travel_Rarely,1474,Research & Development,29,4,Other,3,Female,49,4,5,Sales Executive,1,Single,5378,5841,2,No,15,3,3,2,20,1,3,39,1,11,3
48,Yes,Travel_Frequently,513,Sales,23,1,Life Sciences,4,Male,45,3,2,Manufacturing Director,2,Single,9059,11391,6,No,21,3,1,1,36,6,2,38,2,15,5
23,No,Travel_Rarely,629,Research & Development,13,5,Marketing,1,Male,96,3,5,Manufacturing Director,1,Married,17857,3701,8,No,13,3,2,0,15,4,3,40,4,2,10
44,No,Travel_Rarely,411,Research & Development,15,3,Marketing,3,Female,59,2,5,Sales Executive,3,Married,6424,23552,4,No,16,3,4,2,20,2,3,40,6,4,0
57,Yes,Travel_Rarely,1050,Sales,27,4,Medical,4,Female,84,2,4,Human Resources,3,Single,16407,25631,6,Yes,19,3,3,3,12,2,2,10,10,13,7
51,No,Non-Travel,1463,Research & Development,19,5,Life Sciences,3,Female,95,1,4,Manufacturing Director,3,Single,9124,25211,9,No,16,3,2,2,3,6,3,3,11,14,1
29,Yes,Travel_Frequently,775,Research & Development,20,3,Technical Degree,1,Male,55,4,2,Sales Representative,2,Single,1296,18544,6,No,12,3,3,2,30,4,1,6,10,2,7
24,No,Travel_Frequently,538,Research & Development,14,2,Technical Degree,3,Male,86,1,2,Laboratory Technician,3,Single,4204,17629,3,No,12,3,3,1,8,5,2,20,18,9,8
27,No,Travel_Rarely,805,Sales,21,4,Human Resources,2,Female,98,2,2,Laboratory Technician,3,Married,19385,26478,4,No,25,3,4,2,32,5,1,6,12,8,3
34,No,Non-Travel,764,Research & Development,13,2,Marketing,1,Male,31,1,4,Research Director,1,Divorced,8459,9739,1,No,23,3,2,3,36,6,2,3,3,9,16
43,Yes,Travel_Rarely,466,Research & Development,12,1,Marketing,2,Female,85,3,4,Research Director,3,Married,3934,11564,7,Yes,23,3,2,2,36,6,1,11,13,3,6
38,No,Non-Travel,1024,Research & Development,24,2,Life Sciences,3,Male,91,3,5,Sales Executive,4,Married,15524,6252,0,No,18,4,1,3,23,4,3,26,11,6,9
45,No,Travel_Rarely,214,Sales,29,2,Other,1,Male,63,2,4,Research Scientist,1,Married,18513,11099,1,No,21,3,2,0,24,4,4,16,1,3,4
19,No,Travel_Rarely,277,Research & Development,23,4,Technical Degree,2,Female,85,3,3,Research Director,3,Married,6319,18880,2,Yes,18,3,2,2,40,5,1,19,7,2,9
60,Yes,Travel_Rarely,1274,Research & Development,9,1,Human Resources,2,Female,84,4,3,Sales Executive,1,Single,17839,10019,6,No,16,3,4,1,28,2,1,30,18,9,11
18,Yes,Travel_Rarely,1303,Research & Development,27,2,Life Sciences,2,Female,49,2,2,Research Director,1,Married,12769,15734,5,No,20,3,1,2,39,3,4,25,12,0,5
53,No,Non-Travel,1037,Research & Development,3,5,Marketing,4,Male,79,4,4,Research Director,4,Married,15905,6260,6,No,17,3,4,3,35,4,4,30,0,13,0
43,No,Travel_Rarely,483,Sales,11,3,Technical Degree,2,Male,54,2,3,Research Scientist,1,Single,18114,21403,4,No,11,3,2,3,14,3,1,34,4,11,2
46,Yes,Non-Travel,1348,Research & Development,10,2,Human Resources,2,Male,54,2,5,Manufacturing Director,1,Married,19556,17170,3,No,25,3,1,1,17,3,1,8,10,8,6
38,No,Travel_Rarely,1384,Sales,1,1,Medical,3,Male,82,3,1,Manager,2,Married,11783,21471,6,No,22,3,4,3,19,0,1,4,10,12,10
28,No,Travel_Rarely,1314,Research & Development,17,2,Technical Degree,3,Male,43,2,5,Human Resources,3,Married,16466,11372,2,Yes,19,3,1,2,4,2,2,7,12,10,11
57,No,Travel_Rarely,407,Sales,28,3,Human Resources,3,Male,89,2,1,Research Director,2,Single,10552,2865,9,No,15,3,2,3,17,6,1,20,1,0,8
28,Yes,Non-Travel,703,Research & Development,26,1,Life Sciences,3,Male,72,1,5,Research Director,3,Married,4989,13534,6,Yes,19,3,1,2,39,3,1,15,18,10,0
53,No,Travel_Frequently,444,Research & Development,13,4,Medical,4,Female,91,3,3,Sales Representative,1,Married,12585,25849,1,No,12,3,1,2,0,6,4,15,15,12,3
56,No,Travel_Rarely,257,Research & Development,14,1,Human Resources,3,Female,98,4,4,Human Resources,3,Single,19118,24191,7,No,24,4,1,3,18,6,4,17,4,0,1
57,Yes,Travel_Rarely,813,Sales,1,4,Human Resources,3,Female,92,2,1,Research Scientist,1,Single,4422,10261,5,No,18,3,2,1,22,2,2,27,13,14,1
52,No,Non-Travel,1180,Research & Development,2,1,Marketing,3,Male,31,4,4,Laboratory Technician,3,Married,1503,3650,2,No,17,3,2,0,25,2,2,17,18,0,16
51,Yes,Travel_Rarely,1325,Sales,2,3,Other,2,Female,83,1,4,Research Director,1,Single,1956,13244,2,No,21,4,1,1,28,0,3,13,4,13,1
41,No,Travel_Rarely,504,Research & Development,7,3,Technical Degree,4,Male,45,2,3,Manager,3,Married,1031,3245,4,No,24,3,4,0,33,6,1,36,8,4,3
39,No,Travel_Frequently,715,Human Resources,9,1,Marketing,3,Male,84,4,2,Human Resources,3,Married,2137,23792,2,No,14,3,4,1,18,5,1,39,11,15,10
22,No,Travel_Frequently,898,Sales,24,2,Medical,2,Female,72,3,2,Manufacturing Director,3,Single,14995,19695,5,No,13,3,2,2,17,2,4,15,15,6,12
50,No,Travel_Rarely,724,Research & Development,4,3,Other,1,Male,90,1,1,Research Director,1,Single,17170,14628,1,Yes,14,3,3,2,1,3,3,20,18,6,17
53,No,Travel_Frequently,704,Research & Development,2,4,Human Resources,4,Male,67,1,3,Laboratory Technician,3,Married,17169,22422,7,No,14,3,4,3,26,5,1,0,14,9,14
37,No,Non-Travel,278,Sales,19,4,Marketing,3,Male,74,4,4,Laboratory Technician,1,Single,17950,10133,8,Yes,20,3,1,0,5,5,3,10,16,15,11
36,No,Travel_Rarely,550,Research & Development,26,5,Other,2,Male,80,2,5,Research Director,2,Single,10817,20520,6,No,20,3,3,0,38,1,2,10,14,0,10
52,No,Travel_Rarely,844,Research & Development,5,4,Technical Degree,1,Female,71,2,5,Healthcare Representative,3,Married,8007,16753,2,No,18,3,2,3,5,3,1,1,2,5,0
60,No,Non-Travel,402,Research & Development,9,5,Medical,1,Female,53,3,1,Laboratory Technician,4,Single,8191,8397,9,No,23,3,4,1,5,3,1,31,16,8,15
34,No,Travel_Frequently,808,Sales,24,1,Life Sciences,2,Female,59,3,1,Sales Executive,4,Married,19049,21147,3,Yes,23,3,3,3,30,2,2,18,12,5,12
60,No,Non-Travel,408,Research & Development,13,1,Marketing,2,Male,66,2,1,Laboratory Technician,1,Single,10007,20591,9,No,14,3,2,1,40,3,1,4,8,14,5
51,No,Travel_Rarely,852,Research & Development,12,1,Medical,4,Female,82,1,3,Human Resources,4,Married,4321,5071,1,No,24,3,2,3,39,6,2,2,12,3,5
26,Yes,Travel_Rarely,970,Research & Development,19,2,Life Sciences,2,Male,92,3,5,Healthcare Representative,1,Single,14338,14635,8,No,15,3,1,0,29,1,2,27,15,14,9
43,No,Travel_Rarely,1392,Research & Development,9,2,Marketing,3,Male,40,3,3,Research Scientist,1,Divorced,16811,22856,4,No,12,3,4,0,20,2,3,25,18,9,1
19,Yes,Non-Travel,315,Research & Development,10,5,Medical,1,Female,52,1,3,Sales Representative,4,Married,12176,25705,1,No,23,3,3,1,40,4,4,22,13,8,2
26,No,Non-Travel,584,Sales,19,4,Medical,3,Male,79,2,4,Research Scientist,4,Single,3333,24739,9,No,14,3,1,0,17,3,4,29,7,15,5
26,No,Travel_Rarely,1387,Sales,10,4,Other,3,Female,84,4,3,Manufacturing Director,2,Married,10648,2516,5,No,17,3,4,0,22,3,2,7,18,12,15
57,No,Travel_Rarely,1192,Human Resources,12,1,Marketing,3,Male,84,3,3,Sales Representative,1,Married,14347,14079,6,No,13,4,3,0,37,0,3,35,2,2,5
34,No,Travel_Rarely,234,Sales,14,3,Medical,1,Female,33,1,4,Manufacturing Director,4,Married,11762,18568,1,No,24,3,2,0,22,4,2,28,17,12,12
18,No,Travel_Rarely,613,Human Resources,8,2,Human Resources,1,Female,83,3,2,Sales Representative,2,Divorced,6993,5466,0,No,24,3,2,2,27,4,3,12,15,9,3
42,No,Travel_Rarely,312,Research & Development,16,2,Marketing,1,Male,90,1,4,Sales Representative,2,Married,19904,18177,6,Yes,11,3,4,3,35,6,3,24,13,3,14
60,Yes,Travel_Rarely,1089,Sales,17,1,Medical,2,Male,34,3,1,Sales Executive,1,Single,16151,24514,0,No,23,3,1,3,24,1,4,21,15,3,5
57,No,Non-Travel,1088,Sales,20,2,Other,3,Female,47,2,2,Manager,3,Married,12072,4036,2,No,18,4,3,2,6,6,4,32,16,3,0
59,Yes,Travel_Rarely,818,Sales,4,1,Life Sciences,4,Male,73,1,5,Human Resources,4,Single,1371,22283,3,No,18,4,3,0,17,4,3,36,10,5,8
42,Yes,Travel_Rarely,354,Human Resources,6,5,Life Sciences,2,Male,60,4,3,Research Scientist,4,Married,4463,12044,1,Yes,16,3,2,3,19,6,4,6,12,12,11
56,Yes,Travel_Rarely,139,Research & Development,12,4,Human Resources,2,Female,50,4,2,Laboratory Technician,4,Married,4264,18376,6,No,17,3,4,3,4,6,3,22,10,15,10
52,No,Travel_Rarely,1168,Research & Development,28,3,Marketing,4,Male,76,3,5,Healthcare Representative,4,Single,18610,18575,4,No,25,3,1,3,17,0,1,5,3,10,12
20,No,Travel_Frequently,730,Sales,18,4,Other,3,Female,59,4,4,Human Resources,4,Single,18878,3573,0,No,20,3,2,1,39,1,2,14,13,14,0
54,No,Travel_Frequently,1088,Sales,7,4,Medical,4,Male,84,3,4,Manufacturing Director,4,Divorced,6358,6720,7,No,21,3,2,2,32,6,4,14,4,14,3
47,Yes,Non-Travel,147,Research & Development,5,5,Medical,1,Male,97,1,1,Sales Executive,2,Divorced,8204,12871,9,Yes,12,3,1,1,14,6,2,39,3,10,4
55,No,Travel_Rarely,406,Sales,10,2,Life Sciences,3,Female,98,1,1,Manufacturing Director,1,Married,11056,7241,6,No,15,3,3,1,34,4,4,33,0,6,16
51,No,Non-Travel,334,Research & Development,6,3,Other,2,Male,70,4,2,Manager,2,Single,8759,22125,3,No,22,4,3,2,0,1,2,13,13,13,4
